Country,State,Year,Types Of Coal,Coal Consuming Sectors,Coal Consumed (UOM:t(Tonnes))
India,Odisha,"Financial Year (Apr - Mar), 2019",RAW COAL,PULP & PAPER,0.117
India,Odisha,"Financial Year (Apr - Mar), 2016",RAW COAL,COLLIERY OWN - CONSUMPTION,0.005
India,West Bengal,"Financial Year (Apr - Mar), 2014",RAW COAL,CHEMICAL,0.02
India,West Bengal,"Financial Year (Apr - Mar), 2018",MIDDLINGS,STEEL (BOILERS),0.235
India,Jharkhand,"Financial Year (Apr - Mar), 2017",RAW COAL,POWER (CAPTIVE),1.653
India,West Bengal,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (UTILITY),40.789
India,Rajasthan,"Financial Year (Apr - Mar), 2015",LIGNITE,CEMENT,0.201
India,Jharkhand,"Financial Year (Apr - Mar), 2014",RAW COAL,POWER (CAPTIVE),1.316
India,Rajasthan,"Financial Year (Apr - Mar), 2012",LIGNITE,TEXTILES & RAYONS,0.132
India,Telangana,"Financial Year (Apr - Mar), 2015",RAW COAL,CHEMICAL,0.175
India,Jharkhand,"Financial Year (Apr - Mar), 2011",WASHED COAL,POWER (CAPTIVE),0.03
India,Ladakh,"Financial Year (Apr - Mar), 2019",RAW COAL,CEMENT,0
India,Punjab,"Financial Year (Apr - Mar), 2016",RAW COAL,OTHER,0.035
India,Odisha,"Financial Year (Apr - Mar), 2019",RAW COAL,POWER (CAPTIVE),23.993
India,West Bengal,"Financial Year (Apr - Mar), 2016",RAW COAL,COLLIERY OWN - CONSUMPTION,0.219
India,Maharashtra,"Financial Year (Apr - Mar), 2018",RAW COAL,TEXTILES & RAYONS,0.068
India,Maharashtra,"Financial Year (Apr - Mar), 2011",RAW COAL,OTHER,5.441
India,West Bengal,"Financial Year (Apr - Mar), 2019",WASHED COAL,POWER (UTILITY),0.896
India,West Bengal,"Financial Year (Apr - Mar), 2012",MIDDLINGS,POWER (CAPTIVE),0.222
India,Tamil Nadu,"Financial Year (Apr - Mar), 2011",RAW COAL,POWER (CAPTIVE),0.488
India,West Bengal,"Financial Year (Apr - Mar), 2013",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.014
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",RAW COAL,CEMENT,0.141
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2012",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.24
India,Jharkhand,"Financial Year (Apr - Mar), 2019",MIDDLINGS,POWER (CAPTIVE),1.108
India,Karnataka,"Financial Year (Apr - Mar), 2020",RAW COAL,TEXTILES & RAYONS,0.068
India,Karnataka,"Financial Year (Apr - Mar), 2014",RAW COAL,PULP & PAPER,0.203
India,Karnataka,"Financial Year (Apr - Mar), 2014",RAW COAL,SPONGE IRON,0.053
India,West Bengal,"Financial Year (Apr - Mar), 2012",RAW COAL,METALLURGICAL USE- COKERIES,0.089
India,Odisha,"Financial Year (Apr - Mar), 2014",RAW COAL,OTHER,18.452
India,Maharashtra,"Financial Year (Apr - Mar), 2015",RAW COAL,OTHER,4.851
India,Maharashtra,"Financial Year (Apr - Mar), 2015",RAW COAL,SPONGE IRON,0.675
India,Odisha,"Financial Year (Apr - Mar), 2016",RAW COAL,FERTILISERS,0.004
India,Jharkhand,"Financial Year (Apr - Mar), 2018",RAW COAL,STEEL (BOILERS),0.296
India,Punjab,"Financial Year (Apr - Mar), 2014",RAW COAL,OTHER,0.24
India,Maharashtra,"Financial Year (Apr - Mar), 2012",RAW COAL,CEMENT,1.796
India,West Bengal,"Financial Year (Apr - Mar), 2017",RAW COAL,POWER (UTILITY),47.445
India,Punjab,"Financial Year (Apr - Mar), 2019",LIGNITE,CEMENT,0.305
India,Punjab,"Financial Year (Apr - Mar), 2019",RAW COAL,FERTILISERS,0.557
India,Tamil Nadu,"Financial Year (Apr - Mar), 2011",LIGNITE,BRICKS,0.016
India,Ladakh,"Financial Year (Apr - Mar), 2014",RAW COAL,TEXTILES & RAYONS,0
India,Punjab,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (CAPTIVE),7.206
India,Kerala,"Financial Year (Apr - Mar), 2014",RAW COAL,PULP & PAPER,0.052
India,Telangana,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (UTILITY),26.699
India,Telangana,"Financial Year (Apr - Mar), 2011",RAW COAL,POWER (CAPTIVE),1.328335367
India,Rajasthan,"Financial Year (Apr - Mar), 2017",RAW COAL,FERTILISERS,0.307
India,Odisha,"Financial Year (Apr - Mar), 2018",RAW COAL,FERTILISERS,0.052
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.268
India,West Bengal,"Financial Year (Apr - Mar), 2012",RAW COAL,COLLIERY OWN - CONSUMPTION,0.108
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,CHEMICAL,0.015
India,Rajasthan,"Financial Year (Apr - Mar), 2015",LIGNITE,TEXTILES & RAYONS,0.045
India,Telangana,"Financial Year (Apr - Mar), 2014",RAW COAL,CHEMICAL,0.08215693
India,Karnataka,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (CAPTIVE),1.103
India,Jharkhand,"Financial Year (Apr - Mar), 2020",WASHED COAL,POWER (CAPTIVE),3.154
India,West Bengal,"Financial Year (Apr - Mar), 2020",RAW COAL,PULP & PAPER,0.014
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,FERTILISERS,0.221
India,Jharkhand,"Financial Year (Apr - Mar), 2012",RAW COAL,METALLURGICAL USE- COKERIES,0.023
India,Maharashtra,"Financial Year (Apr - Mar), 2016",RAW COAL,TEXTILES & RAYONS,0.052
India,Tamil Nadu,"Financial Year (Apr - Mar), 2019",LIGNITE,CHEMICAL,0.004
India,Rajasthan,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (UTILITY),11.126
India,West Bengal,"Financial Year (Apr - Mar), 2011",RAW COAL,CHEMICAL,0.037
India,Telangana,"Financial Year (Apr - Mar), 2013",RAW COAL,CEMENT,1.60206014
India,Karnataka,"Financial Year (Apr - Mar), 2016",RAW COAL,CHEMICAL,0.008
India,Telangana,"Financial Year (Apr - Mar), 2011",WASHED COAL,POWER (UTILITY),0.092426547
India,Maharashtra,"Financial Year (Apr - Mar), 2014",RAW COAL,TEXTILES & RAYONS,0.033
India,Rajasthan,"Financial Year (Apr - Mar), 2017",RAW COAL,TEXTILES & RAYONS,0.028
India,Rajasthan,"Financial Year (Apr - Mar), 2011",RAW COAL,POWER (CAPTIVE),1.892
India,Telangana,"Financial Year (Apr - Mar), 2020",RAW COAL,CHEMICAL,0.113
India,Telangana,"Financial Year (Apr - Mar), 2013",WASHED COAL,METALLURGICAL USE- COKERIES,0.205392326
India,Punjab,"Financial Year (Apr - Mar), 2019",RAW COAL,POWER (CAPTIVE),0.051
India,Jharkhand,"Financial Year (Apr - Mar), 2017",WASHED COAL,METALLURGICAL USE- COKERIES,1.94
India,Rajasthan,"Financial Year (Apr - Mar), 2016",RAW COAL,TEXTILES & RAYONS,0.019
India,Rajasthan,"Financial Year (Apr - Mar), 2013",RAW COAL,TEXTILES & RAYONS,0.046
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2014",RAW COAL,OTHER,1.82
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",LIGNITE,METALLURGICAL USE- DIRECT FEED,0.021
India,Tamil Nadu,"Financial Year (Apr - Mar), 2013",RAW COAL,SPONGE IRON,0.011
India,Rajasthan,"Financial Year (Apr - Mar), 2013",LIGNITE,POWER (UTILITY),5.156
India,Rajasthan,"Financial Year (Apr - Mar), 2012",LIGNITE,FERTILISERS,0.002
India,Jharkhand,"Financial Year (Apr - Mar), 2016",RAW COAL,SPONGE IRON,0.497
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",RAW COAL,OTHER,0.083
India,Karnataka,"Financial Year (Apr - Mar), 2015",RAW COAL,CHEMICAL,0.008
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,SPONGE IRON,0.053
India,Rajasthan,"Financial Year (Apr - Mar), 2012",LIGNITE,POWER (UTILITY),2.149
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.257
India,Rajasthan,"Financial Year (Apr - Mar), 2014",RAW COAL,FERTILISERS,0.275
India,Punjab,"Financial Year (Apr - Mar), 2011",WASHED COAL,POWER (UTILITY),0.049
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2014",RAW COAL,METALLURGICAL USE- COKERIES,0.032
India,Maharashtra,"Financial Year (Apr - Mar), 2020",RAW COAL,SPONGE IRON,0.52
India,Telangana,"Financial Year (Apr - Mar), 2012",RAW COAL,CHEMICAL,0.085711797
India,Ladakh,"Financial Year (Apr - Mar), 2014",RAW COAL,CEMENT,0
India,Karnataka,"Financial Year (Apr - Mar), 2013",RAW COAL,BRICKS,0.001
India,Kerala,"Financial Year (Apr - Mar), 2019",RAW COAL,CEMENT,0.04
India,West Bengal,"Financial Year (Apr - Mar), 2012",RAW COAL,POWER (CAPTIVE),0.362
India,Odisha,"Financial Year (Apr - Mar), 2014",RAW COAL,FERTILISERS,0.037
India,Maharashtra,"Financial Year (Apr - Mar), 2018",RAW COAL,CEMENT,1.841
India,West Bengal,"Financial Year (Apr - Mar), 2016",MIDDLINGS,POWER (CAPTIVE),0.253
India,Odisha,"Financial Year (Apr - Mar), 2015",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.153
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,PULP & PAPER,0.198
India,Odisha,"Financial Year (Apr - Mar), 2020",RAW COAL,COLLIERY OWN - CONSUMPTION,0.002
India,Karnataka,"Financial Year (Apr - Mar), 2015",RAW COAL,CEMENT,0.112
India,West Bengal,"Financial Year (Apr - Mar), 2012",RAW COAL,CHEMICAL,0.011
India,West Bengal,"Financial Year (Apr - Mar), 2011",MIDDLINGS,POWER (UTILITY),0.385
India,West Bengal,"Financial Year (Apr - Mar), 2013",WASHED COAL,POWER (UTILITY),0.287
India,Jharkhand,"Financial Year (Apr - Mar), 2017",RAW COAL,BRICKS,0.075
India,Tamil Nadu,"Financial Year (Apr - Mar), 2012",LIGNITE,BRICKS,0.014
India,Jharkhand,"Financial Year (Apr - Mar), 2018",RAW COAL,BRICKS,0.104
India,West Bengal,"Financial Year (Apr - Mar), 2013",RAW COAL,OTHER,3.427
India,West Bengal,"Financial Year (Apr - Mar), 2013",RAW COAL,BRICKS,0.042
India,Rajasthan,"Financial Year (Apr - Mar), 2020",RAW COAL,FERTILISERS,0.327
India,West Bengal,"Financial Year (Apr - Mar), 2013",RAW COAL,COLLIERY OWN - CONSUMPTION,0.001
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,FERTILISERS,0.239
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2011",RAW COAL,PULP & PAPER,0.022
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2013",RAW COAL,OTHER,2.963
India,Tamil Nadu,"Financial Year (Apr - Mar), 2012",RAW COAL,CEMENT,0.171
India,Karnataka,"Financial Year (Apr - Mar), 2012",RAW COAL,CEMENT,1.209
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,SPONGE IRON,0.094
India,Punjab,"Financial Year (Apr - Mar), 2017",RAW COAL,FERTILISERS,0.694
India,West Bengal,"Financial Year (Apr - Mar), 2019",RAW COAL,CEMENT,0.003
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2011",RAW COAL,COLLIERY OWN - CONSUMPTION,0.013
India,Punjab,"Financial Year (Apr - Mar), 2014",RAW COAL,POWER (CAPTIVE),6.223
India,Telangana,"Financial Year (Apr - Mar), 2013",RAW COAL,POWER (CAPTIVE),1.380078434
India,Rajasthan,"Financial Year (Apr - Mar), 2020",LIGNITE,TEXTILES & RAYONS,0.04
India,Jharkhand,"Financial Year (Apr - Mar), 2014",RAW COAL,TEXTILES & RAYONS,0.004
India,Telangana,"Financial Year (Apr - Mar), 2012",RAW COAL,BRICKS,0.020144247
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",RAW COAL,OTHER,3.437
India,West Bengal,"Financial Year (Apr - Mar), 2020",WASHED COAL,POWER (CAPTIVE),1.029
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",RAW COAL,BRICKS,0.002
India,Tamil Nadu,"Financial Year (Apr - Mar), 2017",LIGNITE,POWER (UTILITY),22.871
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2013",RAW COAL,POWER (UTILITY),51.108
India,Tamil Nadu,"Financial Year (Apr - Mar), 2020",LIGNITE,OTHER,0.111
India,West Bengal,"Financial Year (Apr - Mar), 2014",MIDDLINGS,POWER (UTILITY),0.135
India,Punjab,"Financial Year (Apr - Mar), 2011",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.246
India,West Bengal,"Financial Year (Apr - Mar), 2018",WASHED COAL,POWER (UTILITY),0.889
India,Rajasthan,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (UTILITY),15.768
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,CEMENT,0.946
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015",WASHED COAL,COLLIERY OWN - CONSUMPTION,0.001
India,West Bengal,"Financial Year (Apr - Mar), 2011",RAW COAL,POWER (UTILITY),36.853
India,Meghalaya,"Financial Year (Apr - Mar), 2020",RAW COAL,OTHER,0.107
India,Jharkhand,"Financial Year (Apr - Mar), 2016",WASHED COAL,METALLURGICAL USE- COKERIES,3.443
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2012",RAW COAL,FERTILISERS,0.293
India,West Bengal,"Financial Year (Apr - Mar), 2011",MIDDLINGS,POWER (CAPTIVE),0.462
India,Meghalaya,"Financial Year (Apr - Mar), 2014",RAW COAL,OTHER,5.732
India,Odisha,"Financial Year (Apr - Mar), 2011",RAW COAL,STEEL (BOILERS),0.205
India,Karnataka,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (UTILITY),12.73
India,Maharashtra,"Financial Year (Apr - Mar), 2013",RAW COAL,POWER (UTILITY),34.997
India,Jharkhand,"Financial Year (Apr - Mar), 2019",MIDDLINGS,OTHER,0.47
India,Telangana,"Financial Year (Apr - Mar), 2011",RAW COAL,POWER (UTILITY),14.6823914
India,Jharkhand,"Financial Year (Apr - Mar), 2013",RAW COAL,METALLURGICAL USE- COKERIES,0.473
India,Telangana,"Financial Year (Apr - Mar), 2019",RAW COAL,CHEMICAL,0.124
India,Karnataka,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (CAPTIVE),0.86
India,West Bengal,"Financial Year (Apr - Mar), 2019",WASHED COAL,METALLURGICAL USE- COKERIES,0.614
India,Odisha,"Financial Year (Apr - Mar), 2017",WASHED COAL,METALLURGICAL USE- COKERIES,0.255
India,Odisha,"Financial Year (Apr - Mar), 2017",RAW COAL,SPONGE IRON,2.216
India,Odisha,"Financial Year (Apr - Mar), 2020",RAW COAL,OTHER,13.403
India,Karnataka,"Financial Year (Apr - Mar), 2012",RAW COAL,POWER (UTILITY),6.393
India,Telangana,"Financial Year (Apr - Mar), 2019",RAW COAL,TEXTILES & RAYONS,0.022
India,Jharkhand,"Financial Year (Apr - Mar), 2012",RAW COAL,OTHER,6.4
India,Odisha,"Financial Year (Apr - Mar), 2013",RAW COAL,CEMENT,0.425
India,Odisha,"Financial Year (Apr - Mar), 2017",RAW COAL,CEMENT,0.258
India,Jharkhand,"Financial Year (Apr - Mar), 2019",WASHED COAL,METALLURGICAL USE- COKERIES,1.657
India,West Bengal,"Financial Year (Apr - Mar), 2018",RAW COAL,CHEMICAL,0.003
India,Telangana,"Financial Year (Apr - Mar), 2016",RAW COAL,CEMENT,1.455
India,West Bengal,"Financial Year (Apr - Mar), 2013",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.077
India,Maharashtra,"Financial Year (Apr - Mar), 2014",WASHED COAL,SPONGE IRON,0.082
India,Odisha,"Financial Year (Apr - Mar), 2014",RAW COAL,POWER (CAPTIVE),12.578
India,Kerala,"Financial Year (Apr - Mar), 2017",RAW COAL,CEMENT,0.031
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",RAW COAL,CEMENT,0.158
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2019",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.215
India,Jharkhand,"Financial Year (Apr - Mar), 2012",MIDDLINGS,STEEL (BOILERS),0.011
India,West Bengal,"Financial Year (Apr - Mar), 2013",RAW COAL,POWER (UTILITY),42.663
India,Telangana,"Financial Year (Apr - Mar), 2014",RAW COAL,BRICKS,0.009084661
India,Tamil Nadu,"Financial Year (Apr - Mar), 2011",RAW COAL,OTHER,0.03
India,West Bengal,"Financial Year (Apr - Mar), 2016",RAW COAL,METALLURGICAL USE- COKERIES,0.023
India,Tamil Nadu,"Financial Year (Apr - Mar), 2011",LIGNITE,CHEMICAL,0.002
India,Rajasthan,"Financial Year (Apr - Mar), 2017",LIGNITE,FERTILISERS,0
India,West Bengal,"Financial Year (Apr - Mar), 2014",MIDDLINGS,METALLURGICAL USE- COKERIES,0.001
India,Telangana,"Financial Year (Apr - Mar), 2016",RAW COAL,SPONGE IRON,0.074
India,Tamil Nadu,"Financial Year (Apr - Mar), 2016",RAW COAL,PULP & PAPER,0.02
India,Telangana,"Financial Year (Apr - Mar), 2020",RAW COAL,TEXTILES & RAYONS,0.012
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2012",RAW COAL,TEXTILES & RAYONS,0.022
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2011",WASHED COAL,CEMENT,0.255
India,Maharashtra,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (UTILITY),46.147
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (CAPTIVE),4.493
India,Karnataka,"Financial Year (Apr - Mar), 2019",RAW COAL,CHEMICAL,0.004
India,Jharkhand,"Financial Year (Apr - Mar), 2012",RAW COAL,POWER (UTILITY),8.569
India,Karnataka,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (UTILITY),9.359
India,Ladakh,"Financial Year (Apr - Mar), 2014",RAW COAL,OTHER,0
India,West Bengal,"Financial Year (Apr - Mar), 2019",RAW COAL,BRICKS,0.012
India,Tamil Nadu,"Financial Year (Apr - Mar), 2012",RAW COAL,PULP & PAPER,0.023
India,Tamil Nadu,"Financial Year (Apr - Mar), 2012",LIGNITE,TEXTILES & RAYONS,0.001
India,West Bengal,"Financial Year (Apr - Mar), 2013",RAW COAL,POWER (CAPTIVE),5.503
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2011",RAW COAL,OTHER,5.683
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (CAPTIVE),1.807
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015",LIGNITE,PULP & PAPER,0.093
India,Odisha,"Financial Year (Apr - Mar), 2016",RAW COAL,OTHER,25.062
India,Telangana,"Financial Year (Apr - Mar), 2020",RAW COAL,POWER (CAPTIVE),31.29
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",RAW COAL,POWER (CAPTIVE),79.342
India,Odisha,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (CAPTIVE),15.037
India,Rajasthan,"Financial Year (Apr - Mar), 2014",LIGNITE,CEMENT,0.174
India,Meghalaya,"Financial Year (Apr - Mar), 2012",RAW COAL,OTHER,7.206
India,Telangana,"Financial Year (Apr - Mar), 2014",RAW COAL,OTHER,1.254473127
India,Rajasthan,"Financial Year (Apr - Mar), 2015",RAW COAL,FERTILISERS,0.282
India,Telangana,"Financial Year (Apr - Mar), 2011",WASHED COAL,BRICKS,0.001184956
India,Punjab,"Financial Year (Apr - Mar), 2015",RAW COAL,OTHER,0.165
India,Rajasthan,"Financial Year (Apr - Mar), 2019",RAW COAL,POWER (CAPTIVE),0.474
India,Uttarakhand,"Financial Year (Apr - Mar), 2016",RAW COAL,OTHER,0.076
India,Jharkhand,"Financial Year (Apr - Mar), 2019",WASHED COAL,OTHER,0.237
India,Punjab,"Financial Year (Apr - Mar), 2011",RAW COAL,POWER (CAPTIVE),0.26
India,Tamil Nadu,"Financial Year (Apr - Mar), 2013",LIGNITE,BRICKS,0.009
India,Rajasthan,"Financial Year (Apr - Mar), 2013",RAW COAL,POWER (UTILITY),15.854
India,Rajasthan,"Financial Year (Apr - Mar), 2018",RAW COAL,CEMENT,0.184
India,Odisha,"Financial Year (Apr - Mar), 2014",RAW COAL,METALLURGICAL USE- DIRECT FEED,0.272
India,Odisha,"Financial Year (Apr - Mar), 2020",RAW COAL,PULP & PAPER,0.117
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2020",MIDDLINGS,POWER (CAPTIVE),0.086
India,West Bengal,"Financial Year (Apr - Mar), 2011",RAW COAL,PULP & PAPER,0.072
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2011",RAW COAL,POWER (UTILITY),31.505
India,Tamil Nadu,"Financial Year (Apr - Mar), 2014",WASHED COAL,METALLURGICAL USE- COKERIES,0.002
India,Punjab,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (UTILITY),10.209
India,Odisha,"Financial Year (Apr - Mar), 2019",RAW COAL,SPONGE IRON,3.425
India,Odisha,"Financial Year (Apr - Mar), 2020",WASHED COAL,METALLURGICAL USE- DIRECT FEED,0.197
India,Odisha,"Financial Year (Apr - Mar), 2019",RAW COAL,COLLIERY OWN - CONSUMPTION,0.003
India,Rajasthan,"Financial Year (Apr - Mar), 2016",LIGNITE,TEXTILES & RAYONS,0.004
India,Odisha,"Financial Year (Apr - Mar), 2015",RAW COAL,STEEL (BOILERS),0.132
India,Odisha,"Financial Year (Apr - Mar), 2019",WASHED COAL,METALLURGICAL USE- COKERIES,0.677
India,Tamil Nadu,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (CAPTIVE),0.71
India,Odisha,"Financial Year (Apr - Mar), 2011",RAW COAL,SPONGE IRON,4.842
India,Ladakh,"Financial Year (Apr - Mar), 2015",RAW COAL,TEXTILES & RAYONS,0
India,Telangana,"Financial Year (Apr - Mar), 2011",WASHED COAL,METALLURGICAL USE- COKERIES,0.152069318
India,Jharkhand,"Financial Year (Apr - Mar), 2013",MIDDLINGS,POWER (UTILITY),2.49
India,Karnataka,"Financial Year (Apr - Mar), 2011",RAW COAL,POWER (CAPTIVE),1.235
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2014",RAW COAL,BRICKS,1.46
India,Kerala,"Financial Year (Apr - Mar), 2012",RAW COAL,PULP & PAPER,0.1
India,Karnataka,"Financial Year (Apr - Mar), 2012",RAW COAL,OTHER,0.504
India,West Bengal,"Financial Year (Apr - Mar), 2017",RAW COAL,PULP & PAPER,0.014
India,Punjab,"Financial Year (Apr - Mar), 2016",RAW COAL,FERTILISERS,0.373
India,Punjab,"Financial Year (Apr - Mar), 2017",RAW COAL,OTHER,0.028
India,Telangana,"Financial Year (Apr - Mar), 2018",RAW COAL,TEXTILES & RAYONS,0.02
India,Tamil Nadu,"Financial Year (Apr - Mar), 2014",LIGNITE,POWER (UTILITY),24.819
India,Rajasthan,"Financial Year (Apr - Mar), 2013",LIGNITE,OTHER,0.544
India,Telangana,"Financial Year (Apr - Mar), 2016",RAW COAL,TEXTILES & RAYONS,0.019
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2014",RAW COAL,CEMENT,0.155
India,Meghalaya,"Financial Year (Apr - Mar), 2017",RAW COAL,OTHER,2.31
India,Odisha,"Financial Year (Apr - Mar), 2019",RAW COAL,OTHER,13.817
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015",LIGNITE,CEMENT,0.755
India,Punjab,"Financial Year (Apr - Mar), 2019",LIGNITE,OTHER,0.711
India,Tamil Nadu,"Financial Year (Apr - Mar), 2013",RAW COAL,OTHER,0.043
India,West Bengal,"Financial Year (Apr - Mar), 2016",RAW COAL,CEMENT,0.007
India,Karnataka,"Financial Year (Apr - Mar), 2012",RAW COAL,TEXTILES & RAYONS,0.071
India,Uttarakhand,"Financial Year (Apr - Mar), 2015",RAW COAL,OTHER,0.15
India,Karnataka,"Financial Year (Apr - Mar), 2011",RAW COAL,STEEL (BOILERS),0.01
India,Karnataka,"Financial Year (Apr - Mar), 2011",RAW COAL,BRICKS,0.004
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2016",RAW COAL,POWER (UTILITY),57.887
India,Rajasthan,"Financial Year (Apr - Mar), 2013",WASHED COAL,POWER (UTILITY),0.407
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2019",RAW COAL,CHEMICAL,0.022
India,Jharkhand,"Financial Year (Apr - Mar), 2017",MIDDLINGS,POWER (UTILITY),1.629
India,Tamil Nadu,"Financial Year (Apr - Mar), 2018",LIGNITE,BRICKS,0.009
India,Odisha,"Financial Year (Apr - Mar), 2015",RAW COAL,OTHER BASIC-METAL (ALUMINIUM ETC),0.21
India,Punjab,"Financial Year (Apr - Mar), 2020",RAW COAL,OTHER,0.039
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2014",RAW COAL,FERTILISERS,0.248
India,Odisha,"Financial Year (Apr - Mar), 2015",RAW COAL,POWER (UTILITY),29.628
India,Jharkhand,"Financial Year (Apr - Mar), 2015",WASHED COAL,POWER (UTILITY),0.3
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,OTHER,4.148
India,West Bengal,"Financial Year (Apr - Mar), 2011",RAW COAL,SPONGE IRON,1.089
India,Tamil Nadu,"Financial Year (Apr - Mar), 2012",RAW COAL,SPONGE IRON,4.836
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2020",RAW COAL,SPONGE IRON,0.03
India,Rajasthan,"Financial Year (Apr - Mar), 2016",RAW COAL,OTHER,0.062
India,Rajasthan,"Financial Year (Apr - Mar), 2018",LIGNITE,OTHER,0.751
India,Jharkhand,"Financial Year (Apr - Mar), 2014",WASHED COAL,POWER (CAPTIVE),0.429
India,Rajasthan,"Financial Year (Apr - Mar), 2016",LIGNITE,CEMENT,0.087
India,Rajasthan,"Financial Year (Apr - Mar), 2015",LIGNITE,FERTILISERS,0.041
India,Jharkhand,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (UTILITY),15.827
India,Punjab,"Financial Year (Apr - Mar), 2013",RAW COAL,CEMENT,0.004
India,Maharashtra,"Financial Year (Apr - Mar), 2018",RAW COAL,PULP & PAPER,0.416
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015",LIGNITE,OTHER,0.055
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2015",RAW COAL,CEMENT,1.284
India,Rajasthan,"Financial Year (Apr - Mar), 2019",LIGNITE,POWER (CAPTIVE),6.22
India,Uttarakhand,"Financial Year (Apr - Mar), 2012",RAW COAL,OTHER,0.221
India,West Bengal,"Financial Year (Apr - Mar), 2013",RAW COAL,TEXTILES & RAYONS,0.005
India,Maharashtra,"Financial Year (Apr - Mar), 2017",RAW COAL,CHEMICAL,0.031
India,Jharkhand,"Financial Year (Apr - Mar), 2018",MIDDLINGS,POWER (UTILITY),1.124
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2018",RAW COAL,POWER (CAPTIVE),20.802
India,Punjab,"Financial Year (Apr - Mar), 2019",LIGNITE,TEXTILES & RAYONS,0.057
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2017",RAW COAL,METALLURGICAL USE- COKERIES,0.029
India,Punjab,"Financial Year (Apr - Mar), 2019",RAW COAL,POWER (UTILITY),16.71
